id,name,types,description,filename,tokens,lemmas,pos_tags,proper_nouns,named_entities
166,ledian,"['bug', 'flying']","When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",0166_ledian.txt,"['when', 'the', 'stars', 'flicker', 'in', 'the', 'night', 'sky', 'it', 'flutters', 'about', 'scattering', 'a', 'glowing', 'powder']","['when', 'the', 'star', 'flicker', 'in', 'the', 'night', 'sky', 'it', 'flutter', 'about', 'scatter', 'a', 'glow', 'powder']","[('when', 'WRB', 'wh-adverb'), ('the', 'DT', 'determiner'), ('stars', 'NNS', 'noun, plural'), ('flicker', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('night', 'NN', 'noun, singular or mass'), ('sky', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('flutters', 'VBZ', 'verb, 3rd person singular present'), ('about', 'IN', 'conjunction, subordinating or preposition'), ('scattering', 'VBG', 'verb, gerund or present participle'), ('a', 'DT', 'determiner'), ('glowing', 'VBG', 'verb, gerund or present participle'), ('powder', 'NN', 'noun, singular or mass')]",[],[]
167,spinarak,"['bug', 'poison']","It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",0167_spinarak.txt,"['it', 'lies', 'still', 'in', 'the', 'same', 'pose', 'for', 'days', 'in', 'its', 'web', 'waiting', 'for', 'its', 'unsuspecting', 'prey', 'to', 'wander', 'close']","['it', 'lie', 'still', 'in', 'the', 'same', 'pose', 'for', 'day', 'in', 'its', 'web', 'wait', 'for', 'its', 'unsuspecting', 'prey', 'to', 'wander', 'close']","[('it', 'PRP', 'pronoun, personal'), ('lies', 'VBZ', 'verb, 3rd person singular present'), ('still', 'RB', 'adverb'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('same', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('pose', 'NN', 'noun, singular or mass'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('days', 'NNS', 'noun, plural'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('web', 'NN', 'noun, singular or mass'), ('waiting', 'VBG', 'verb, gerund or present participle'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('unsuspecting', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('prey', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('wander', 'VB', 'verb, base form'), ('close', 'RB', 'adverb')]",[],"[('days', 'DATE')]"
168,ariados,"['bug', 'poison']",It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,0168_ariados.txt,"['it', 'spins', 'string', 'not', 'only', 'from', 'its', 'rear', 'but', 'also', 'from', 'its', 'mouth', 'it', 'is', 'hard', 'to', 'tell', 'which', 'end', 'is', 'which']","['it', 'spin', 'string', 'not', 'only', 'from', 'its', 'rear', 'but', 'also', 'from', 'its', 'mouth', 'it', 'be', 'hard', 'to', 'tell', 'which', 'end', 'be', 'which']","[('it', 'PRP', 'pronoun, personal'), ('spins', 'VBZ', 'verb, 3rd person singular present'), ('string', 'NN', 'noun, singular or mass'), ('not', 'RB', 'adverb'), ('only', 'RB', 'adverb'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('rear', 'NN', 'noun, singular or mass'), ('but', 'CC', 'conjunction, coordinating'), ('also', 'RB', 'adverb'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('mouth', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('hard', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('to', 'TO', 'infinitival ""to""'), ('tell', 'VB', 'verb, base form'), ('which', 'WDT', 'wh-determiner'), ('end', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('which', 'WDT', 'wh-determiner')]",[],[]
169,crobat,"['poison', 'flying']",It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,0169_crobat.txt,"['it', 'flies', 'so', 'si', 'lently', 'through', 'the', 'dark', 'on', 'its', 'four', 'wings', 'that', 'it', 'may', 'not', 'be', 'noticed', 'even', 'when', 'nearby']","['it', 'fly', 'so', 'si', 'lently', 'through', 'the', 'dark', 'on', 'its', 'four', 'wing', 'that', 'it', 'may', 'not', 'be', 'notice', 'even', 'when', 'nearby']","[('it', 'PRP', 'pronoun, personal'), ('flies', 'VBZ', 'verb, 3rd person singular present'), ('so', 'RB', 'adverb'), ('si', 'FW', 'foreign word'), ('lently', 'RB', 'adverb'), ('through', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('dark', 'NN', 'noun, singular or mass'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('four', 'CD', 'cardinal number'), ('wings', 'NNS', 'noun, plural'), ('that', 'WDT', 'wh-determiner'), ('it', 'PRP', 'pronoun, personal'), ('may', 'MD', 'verb, modal auxiliary'), ('not', 'RB', 'adverb'), ('be', 'VB', 'verb, base form'), ('noticed', 'VBN', 'verb, past participle'), ('even', 'RB', 'adverb'), ('when', 'WRB', 'wh-adverb'), ('nearby', 'RB', 'adverb')]",[],"[('four', 'CARDINAL')]"
170,chinchou,"['water', 'electric']",Chinchou blink their shining antennae at one another to claim their respective turf.,0170_chinchou.txt,"['chinchou', 'blink', 'their', 'shining', 'antennae', 'at', 'one', 'another', 'to', 'claim', 'their', 'respective', 'turf']","['chinchou', 'blink', 'their', 'shine', 'antennae', 'at', 'one', 'another', 'to', 'claim', 'their', 'respective', 'turf']","[('chinchou', 'NNP', 'noun, proper singular'), ('blink', 'VBP', 'verb, non-3rd person singular present'), ('their', 'PRP$', 'pronoun, possessive'), ('shining', 'VBG', 'verb, gerund or present participle'), ('antennae', 'NN', 'noun, singular or mass'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('one', 'CD', 'cardinal number'), ('another', 'DT', 'determiner'), ('to', 'TO', 'infinitival ""to""'), ('claim', 'VB', 'verb, base form'), ('their', 'PRP$', 'pronoun, possessive'), ('respective', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('turf', 'NN', 'noun, singular or mass')]",['chinchou'],"[('chinchou', 'PERSON')]"
171,lanturn,"['water', 'electric']",The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,0171_lanturn.txt,"['the', 'light', 'it', 'emits', 'is', 'so', 'bright', 'that', 'it', 'can', 'illuminate', 'the', 'seas', 'surface', 'from', 'a', 'depth', 'of', 'over', 'three', 'miles']","['the', 'light', 'it', 'emit', 'be', 'so', 'bright', 'that', 'it', 'can', 'illuminate', 'the', 'sea', 'surface', 'from', 'a', 'depth', 'of', 'over', 'three', 'mile']","[('the', 'DT', 'determiner'), ('light', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('emits', 'VBZ', 'verb, 3rd person singular present'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('so', 'RB', 'adverb'), ('bright', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('illuminate', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('seas', 'NNS', 'noun, plural'), ('surface', 'NN', 'noun, singular or mass'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('depth', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('over', 'IN', 'conjunction, subordinating or preposition'), ('three', 'CD', 'cardinal number'), ('miles', 'NNS', 'noun, plural')]",[],"[('over three miles', 'QUANTITY')]"
172,pichu,['electric'],It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,0172_pichu.txt,"['it', 'is', 'not', 'yet', 'skilled', 'at', 'storing', 'electricity', 'it', 'may', 'send', 'out', 'a', 'jolt', 'if', 'amused', 'or', 'startled']","['it', 'be', 'not', 'yet', 'skilled', 'at', 'store', 'electricity', 'it', 'may', 'send', 'out', 'a', 'jolt', 'if', 'amuse', 'or', 'startle']","[('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('not', 'RB', 'adverb'), ('yet', 'RB', 'adverb'), ('skilled', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('storing', 'VBG', 'verb, gerund or present participle'), ('electricity', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('may', 'MD', 'verb, modal auxiliary'), ('send', 'VB', 'verb, base form'), ('out', 'RP', 'adverb, particle'), ('a', 'DT', 'determiner'), ('jolt', 'NN', 'noun, singular or mass'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('amused', 'VBN', 'verb, past participle'), ('or', 'CC', 'conjunction, coordinating'), ('startled', 'VBD', 'verb, past tense')]",[],[]
173,cleffa,['fairy'],"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",0173_cleffa.txt,"['because', 'of', 'its', 'unusual', 'starlike', 'silhouette', 'people', 'believe', 'that', 'it', 'came', 'here', 'on', 'a', 'meteor']","['because', 'of', 'its', 'unusual', 'starlike', 'silhouette', 'people', 'believe', 'that', 'it', 'come', 'here', 'on', 'a', 'meteor']","[('because', 'IN', 'conjunction, subordinating or preposition'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('unusual', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('starlike', 'NN', 'noun, singular or mass'), ('silhouette', 'NN', 'noun, singular or mass'), ('people', 'NNS', 'noun, plural'), ('believe', 'VBP', 'verb, non-3rd person singular present'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('came', 'VBD', 'verb, past tense'), ('here', 'RB', 'adverb'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('meteor', 'NN', 'noun, singular or mass')]",[],[]
174,igglybuff,"['normal', 'fairy']","It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",0174_igglybuff.txt,"['it', 'has', 'a', 'very', 'soft', 'body', 'if', 'it', 'starts', 'to', 'roll', 'it', 'will', 'bounce', 'all', 'over', 'and', 'be', 'impossible', 'to', 'stop']","['it', 'have', 'a', 'very', 'soft', 'body', 'if', 'it', 'start', 'to', 'roll', 'it', 'will', 'bounce', 'all', 'over', 'and', 'be', 'impossible', 'to', 'stop']","[('it', 'PRP', 'pronoun, personal'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('very', 'RB', 'adverb'), ('soft', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('body', 'NN', 'noun, singular or mass'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('starts', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('roll', 'VB', 'verb, base form'), ('it', 'PRP', 'pronoun, personal'), ('will', 'MD', 'verb, modal auxiliary'), ('bounce', 'VB', 'verb, base form'), ('all', 'RB', 'adverb'), ('over', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('be', 'VB', 'verb, base form'), ('impossible', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('to', 'TO', 'infinitival ""to""'), ('stop', 'VB', 'verb, base form')]",[],[]
175,togepi,['fairy'],The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,0175_togepi.txt,"['the', 'shell', 'seems', 'to', 'be', 'filled', 'with', 'joy', 'it', 'is', 'said', 'that', 'it', 'will', 'share', 'good', 'luck', 'when', 'treated', 'kindly']","['the', 'shell', 'seem', 'to', 'be', 'fill', 'with', 'joy', 'it', 'be', 'say', 'that', 'it', 'will', 'share', 'good', 'luck', 'when', 'treat', 'kindly']","[('the', 'DT', 'determiner'), ('shell', 'NN', 'noun, singular or mass'), ('seems', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('be', 'VB', 'verb, base form'), ('filled', 'VBN', 'verb, past participle'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('joy', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('said', 'VBN', 'verb, past participle'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('will', 'MD', 'verb, modal auxiliary'), ('share', 'VB', 'verb, base form'), ('good', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('luck', 'NN', 'noun, singular or mass'), ('when', 'WRB', 'wh-adverb'), ('treated', 'VBN', 'verb, past participle'), ('kindly', 'RB', 'adverb')]",[],[]
176,togetic,"['fairy', 'flying']","They say that it will appear before kindhearted, car­ ing people and shower them with happiness.",0176_togetic.txt,"['they', 'say', 'that', 'it', 'will', 'appear', 'before', 'kindhearted', 'car', 'ing', 'people', 'and', 'shower', 'them', 'with', 'happiness']","['they', 'say', 'that', 'it', 'will', 'appear', 'before', 'kindhearte', 'car', 'e', 'people', 'and', 'shower', 'they', 'with', 'happiness']","[('they', 'PRP', 'pronoun, personal'), ('say', 'VBP', 'verb, non-3rd person singular present'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('will', 'MD', 'verb, modal auxiliary'), ('appear', 'VB', 'verb, base form'), ('before', 'IN', 'conjunction, subordinating or preposition'), ('kindhearted', 'VBN', 'verb, past participle'), ('car', 'NN', 'noun, singular or mass'), ('ing', 'VBG', 'verb, gerund or present participle'), ('people', 'NNS', 'noun, plural'), ('and', 'CC', 'conjunction, coordinating'), ('shower', 'VB', 'verb, base form'), ('them', 'PRP', 'pronoun, personal'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('happiness', 'NN', 'noun, singular or mass')]",[],[]
177,natu,"['psychic', 'flying']","Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.",0177_natu.txt,"['because', 'its', 'wings', 'are', 'nt', 'yet', 'fully', 'grown', 'it', 'has', 'to', 'hop', 'to', 'get', 'around', 'it', 'is', 'always', 'star', 'ing', 'at', 'something']","['because', 'its', 'wing', 'be', 'not', 'yet', 'fully', 'grow', 'it', 'have', 'to', 'hop', 'to', 'get', 'around', 'it', 'be', 'always', 'star', 'ing', 'at', 'something']","[('because', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('wings', 'NNS', 'noun, plural'), ('are', 'VBP', 'verb, non-3rd person singular present'), ('nt', 'RB', 'adverb'), ('yet', 'RB', 'adverb'), ('fully', 'RB', 'adverb'), ('grown', 'VBN', 'verb, past participle'), ('it', 'PRP', 'pronoun, personal'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('hop', 'VB', 'verb, base form'), ('to', 'TO', 'infinitival ""to""'), ('get', 'VB', 'verb, base form'), ('around', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('always', 'RB', 'adverb'), ('star', 'NN', 'noun, singular or mass'), ('ing', 'NN', 'noun, singular or mass'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('something', 'NN', 'noun, singular or mass')]",[],[]
178,xatu,"['psychic', 'flying']",They say that it stays still and quiet because it is seeing both the past and future at the same time.,0178_xatu.txt,"['they', 'say', 'that', 'it', 'stays', 'still', 'and', 'quiet', 'because', 'it', 'is', 'seeing', 'both', 'the', 'past', 'and', 'future', 'at', 'the', 'same', 'time']","['they', 'say', 'that', 'it', 'stay', 'still', 'and', 'quiet', 'because', 'it', 'be', 'see', 'both', 'the', 'past', 'and', 'future', 'at', 'the', 'same', 'time']","[('they', 'PRP', 'pronoun, personal'), ('say', 'VBP', 'verb, non-3rd person singular present'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('stays', 'VBZ', 'verb, 3rd person singular present'), ('still', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('quiet', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('because', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('seeing', 'VBG', 'verb, gerund or present participle'), ('both', 'CC', 'conjunction, coordinating'), ('the', 'DT', 'determiner'), ('past', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('future', 'NN', 'noun, singular or mass'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('same', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('time', 'NN', 'noun, singular or mass')]",[],[]
179,mareep,['electric'],"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.",0179_mareep.txt,"['if', 'static', 'elec', 'tricity', 'builds', 'in', 'its', 'body', 'its', 'fleece', 'doubles', 'in', 'volume', 'touching', 'it', 'will', 'shock', 'you']","['if', 'static', 'elec', 'tricity', 'build', 'in', 'its', 'body', 'its', 'fleece', 'double', 'in', 'volume', 'touch', 'it', 'will', 'shock', 'you']","[('if', 'IN', 'conjunction, subordinating or preposition'), ('static', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('elec', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('tricity', 'NN', 'noun, singular or mass'), ('builds', 'VBZ', 'verb, 3rd person singular present'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('its', 'PRP$', 'pronoun, possessive'), ('fleece', 'NN', 'noun, singular or mass'), ('doubles', 'VBZ', 'verb, 3rd person singular present'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('volume', 'NN', 'noun, singular or mass'), ('touching', 'VBG', 'verb, gerund or present participle'), ('it', 'PRP', 'pronoun, personal'), ('will', 'MD', 'verb, modal auxiliary'), ('shock', 'VB', 'verb, base form'), ('you', 'PRP', 'pronoun, personal')]",[],[]
180,flaaffy,['electric'],"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",0180_flaaffy.txt,"['as', 'a', 'result', 'of', 'storing', 'too', 'much', 'electricity', 'it', 'developed', 'patches', 'where', 'even', 'downy', 'wool', 'wo', 'nt', 'grow']","['as', 'a', 'result', 'of', 'store', 'too', 'much', 'electricity', 'it', 'develop', 'patch', 'where', 'even', 'downy', 'wool', 'will', 'not', 'grow']","[('as', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('result', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('storing', 'VBG', 'verb, gerund or present participle'), ('too', 'RB', 'adverb'), ('much', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('electricity', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('developed', 'VBD', 'verb, past tense'), ('patches', 'NNS', 'noun, plural'), ('where', 'WRB', 'wh-adverb'), ('even', 'RB', 'adverb'), ('downy', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('wool', 'NN', 'noun, singular or mass'), ('wo', 'MD', 'verb, modal auxiliary'), ('nt', 'RB', 'adverb'), ('grow', 'VB', 'verb, base form')]",[],[]
181,ampharos,['electric'],The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,0181_ampharos.txt,"['the', 'tails', 'tip', 'shines', 'brightly', 'and', 'can', 'be', 'seen', 'from', 'far', 'away', 'it', 'acts', 'as', 'a', 'beacon', 'for', 'lost', 'people']","['the', 'tail', 'tip', 'shine', 'brightly', 'and', 'can', 'be', 'see', 'from', 'far', 'away', 'it', 'act', 'as', 'a', 'beacon', 'for', 'lost', 'people']","[('the', 'DT', 'determiner'), ('tails', 'NNS', 'noun, plural'), ('tip', 'NN', 'noun, singular or mass'), ('shines', 'VBZ', 'verb, 3rd person singular present'), ('brightly', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('can', 'MD', 'verb, modal auxiliary'), ('be', 'VB', 'verb, base form'), ('seen', 'VBN', 'verb, past participle'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('far', 'RB', 'adverb'), ('away', 'RB', 'adverb'), ('it', 'PRP', 'pronoun, personal'), ('acts', 'VBZ', 'verb, 3rd person singular present'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('beacon', 'NN', 'noun, singular or mass'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('lost', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('people', 'NNS', 'noun, plural')]",[],[]
182,bellossom,['grass'],"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",0182_bellossom.txt,"['plentiful', 'in', 'the', 'tropics', 'when', 'it', 'dances', 'its', 'petals', 'rub', 'together', 'and', 'make', 'a', 'pleasant', 'ringing', 'sound']","['plentiful', 'in', 'the', 'tropic', 'when', 'it', 'dance', 'its', 'petal', 'rub', 'together', 'and', 'make', 'a', 'pleasant', 'ring', 'sound']","[('plentiful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('tropics', 'NNS', 'noun, plural'), ('when', 'WRB', 'wh-adverb'), ('it', 'PRP', 'pronoun, personal'), ('dances', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('petals', 'NNS', 'noun, plural'), ('rub', 'VBP', 'verb, non-3rd person singular present'), ('together', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('make', 'VB', 'verb, base form'), ('a', 'DT', 'determiner'), ('pleasant', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('ringing', 'VBG', 'verb, gerund or present participle'), ('sound', 'NN', 'noun, singular or mass')]",[],[]
183,marill,"['water', 'fairy']","The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",0183_marill.txt,"['the', 'tip', 'of', 'its', 'tail', 'which', 'con', 'tains', 'oil', 'that', 'is', 'lighter', 'than', 'wa', 'ter', 'lets', 'it', 'swim', 'without', 'drowning']","['the', 'tip', 'of', 'its', 'tail', 'which', 'con', 'tain', 'oil', 'that', 'be', 'light', 'than', 'wa', 'ter', 'let', 'it', 'swim', 'without', 'drown']","[('the', 'DT', 'determiner'), ('tip', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('tail', 'NN', 'noun, singular or mass'), ('which', 'WDT', 'wh-determiner'), ('con', 'NN', 'noun, singular or mass'), ('tains', 'VBZ', 'verb, 3rd person singular present'), ('oil', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('lighter', 'JJR', 'adjective, comparative'), ('than', 'IN', 'conjunction, subordinating or preposition'), ('wa', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('ter', 'NN', 'noun, singular or mass'), ('lets', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('swim', 'VB', 'verb, base form'), ('without', 'IN', 'conjunction, subordinating or preposition'), ('drowning', 'VBG', 'verb, gerund or present participle')]",[],[]
184,azumarill,"['water', 'fairy']",It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,0184_azumarill.txt,"['it', 'lives', 'in', 'water', 'virtually', 'all', 'day', 'long', 'its', 'body', 'color', 'and', 'pattern', 'act', 'as', 'camouflage', 'that', 'makes', 'it', 'tough', 'for', 'enemies', 'to', 'spot', 'in', 'water']","['it', 'live', 'in', 'water', 'virtually', 'all', 'day', 'long', 'its', 'body', 'color', 'and', 'pattern', 'act', 'as', 'camouflage', 'that', 'make', 'it', 'tough', 'for', 'enemy', 'to', 'spot', 'in', 'water']","[('it', 'PRP', 'pronoun, personal'), ('lives', 'VBZ', 'verb, 3rd person singular present'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('water', 'NN', 'noun, singular or mass'), ('virtually', 'RB', 'adverb'), ('all', 'DT', 'determiner'), ('day', 'NN', 'noun, singular or mass'), ('long', 'RB', 'adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('color', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('pattern', 'NN', 'noun, singular or mass'), ('act', 'NN', 'noun, singular or mass'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('camouflage', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('makes', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('tough', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('enemies', 'NNS', 'noun, plural'), ('to', 'TO', 'infinitival ""to""'), ('spot', 'VB', 'verb, base form'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('water', 'NN', 'noun, singular or mass')]",[],[]
185,sudowoodo,['rock'],"Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant.",0185_sudowoodo.txt,"['although', 'it', 'always', 'pretends', 'to', 'be', 'a', 'tree', 'its', 'composi', 'tion', 'appears', 'to', 'be', 'closer', 'to', 'a', 'rock', 'than', 'a', 'plant']","['although', 'it', 'always', 'pretend', 'to', 'be', 'a', 'tree', 'its', 'composi', 'tion', 'appear', 'to', 'be', 'close', 'to', 'a', 'rock', 'than', 'a', 'plant']","[('although', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('always', 'RB', 'adverb'), ('pretends', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('be', 'VB', 'verb, base form'), ('a', 'DT', 'determiner'), ('tree', 'NN', 'noun, singular or mass'), ('its', 'PRP$', 'pronoun, possessive'), ('composi', 'NNS', 'noun, plural'), ('tion', 'NN', 'noun, singular or mass'), ('appears', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('be', 'VB', 'verb, base form'), ('closer', 'JJR', 'adjective, comparative'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('rock', 'NN', 'noun, singular or mass'), ('than', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('plant', 'NN', 'noun, singular or mass')]",[],[]
